ID,probability
TEST_00000,0.0016654525840479632
TEST_00001,0.0014418659401111964
TEST_00002,0.16222515234488627
TEST_00003,0.09912750444963025
TEST_00004,0.49288540061159425
TEST_00005,0.1220009997842636
TEST_00006,0.4520023104792184
TEST_00007,0.3548028480061015
TEST_00008,0.257415232100004
TEST_00009,0.001073310860378385
TEST_00010,0.04908336980126001
TEST_00011,0.4698918274007326
TEST_00012,0.38510954593196484
TEST_00013,0.4202658921582376
TEST_00014,0.28325586372757305
TEST_00015,0.0012664858380572546
TEST_00016,0.2070291220454227
TEST_00017,0.3515652136432766
TEST_00018,0.18479932117232684
TEST_00019,0.6309001637811649
TEST_00020,0.26205765081222954
TEST_00021,0.4072804223858433
TEST_00022,0.23509546210393503
TEST_00023,0.2159434987271372
TEST_00024,0.40114417336964087
TEST_00025,0.0012760765044276764
TEST_00026,0.0022645836896810633
TEST_00027,0.4736129593380647
TEST_00028,0.17281976817161362
TEST_00029,0.17950061448625745
TEST_00030,0.43930861519552034
TEST_00031,0.16376547710650077
TEST_00032,0.15521721117810308
TEST_00033,0.1833454470058674
TEST_00034,0.40466857498931974
TEST_00035,0.0017344268980108992
TEST_00036,0.1311136805311918
TEST_00037,0.3204507492689937
TEST_00038,0.2559192705460802
TEST_00039,0.002737461785710178
TEST_00040,0.2117969385528694
TEST_00041,0.1412932984255579
TEST_00042,0.3113055345125707
TEST_00043,0.30809375352071355
TEST_00044,0.3113000335169881
TEST_00045,0.48239658444201194
TEST_00046,0.5005223300773445
TEST_00047,0.23888764510375496
TEST_00048,0.134739802587729
TEST_00049,0.41003204081650463
TEST_00050,0.1740161990402957
TEST_00051,0.002340292660268919
TEST_00052,0.1359886063848702
TEST_00053,0.5559301282290275
TEST_00054,0.0018703607616948048
TEST_00055,0.4073070364273661
TEST_00056,0.27881466164303914
TEST_00057,0.21549285619216405
TEST_00058,0.5055386697119894
TEST_00059,0.18801955561275416
TEST_00060,0.0013811948286325444
TEST_00061,0.17376224859622352
TEST_00062,0.32307638081985185
TEST_00063,0.3385500648869849
TEST_00064,0.20359339690052441
TEST_00065,0.0018574318987308101
TEST_00066,0.26722322166365514
TEST_00067,0.18229766477144668
TEST_00068,0.29739431996341
TEST_00069,0.4743066893576127
TEST_00070,0.40017938959989663
TEST_00071,0.28059591480278323
TEST_00072,0.22115712839514093
TEST_00073,0.27177535209930326
TEST_00074,0.13822181703025407
TEST_00075,0.23304667391106562
TEST_00076,0.0011332177000661229
TEST_00077,0.0017606928240950952
TEST_00078,0.11523115601986943
TEST_00079,0.20387544353724146
TEST_00080,0.3592985866108272
TEST_00081,0.001150916535712451
TEST_00082,0.21375052282101134
TEST_00083,0.16803307954225605
TEST_00084,0.4282837208294275
TEST_00085,0.38092121360031894
TEST_00086,0.0010904003857149145
TEST_00087,0.3847943436107468
TEST_00088,0.0024370609727872063
TEST_00089,0.38360622555658247
TEST_00090,0.25260044130287174
TEST_00091,0.10058741136256436
TEST_00092,0.3126132855529329
TEST_00093,0.5569945174753173
TEST_00094,0.0011308794331895894
TEST_00095,0.0011534001003686092
TEST_00096,0.4458091767268668
TEST_00097,0.10137573615424737
TEST_00098,0.37200843490271696
TEST_00099,0.2583733372095548
TEST_00100,0.0019342319947899223
TEST_00101,0.18929120311060427
TEST_00102,0.3906827307048747
TEST_00103,0.26246676623282444
TEST_00104,0.35419974614484523
TEST_00105,0.48373567150797553
TEST_00106,0.2638966676932185
TEST_00107,0.0012960445185953647
TEST_00108,0.3287582108213874
TEST_00109,0.0014970610366607275
TEST_00110,0.41579595647466305
TEST_00111,0.40187701037931856
TEST_00112,0.018960855362358964
TEST_00113,0.3669637722396847
TEST_00114,0.17038481811410983
TEST_00115,0.4116844632214251
TEST_00116,0.0011974903190503099
TEST_00117,0.4575804964649799
TEST_00118,0.33410653294341247
TEST_00119,0.15840775184697622
TEST_00120,0.001972787926587879
TEST_00121,0.0016229837577289583
TEST_00122,0.3134318055395912
TEST_00123,0.5074093624293733
TEST_00124,0.40837852382021406
TEST_00125,0.25388848564340194
TEST_00126,0.001874652637655639
TEST_00127,0.05578203031298332
TEST_00128,0.26247884594716503
TEST_00129,0.393859058862629
TEST_00130,0.21405633401134597
TEST_00131,0.39698344625759113
TEST_00132,0.0015913992109401098
TEST_00133,0.2616960631571346
TEST_00134,0.3670693633930635
TEST_00135,0.0016437974348179115
TEST_00136,0.17290736352128536
TEST_00137,0.2109088764932523
TEST_00138,0.07729034268474405
TEST_00139,0.2538229510651963
TEST_00140,0.01769830542806304
TEST_00141,0.001798155476503576
TEST_00142,0.30840309949519346
TEST_00143,0.0013591203878036246
TEST_00144,0.1525204601870914
TEST_00145,0.4890686716906151
TEST_00146,0.0025029592463937816
TEST_00147,0.22449212577577043
TEST_00148,0.2543219245904253
TEST_00149,0.4260582676657831
TEST_00150,0.0017101438813657739
TEST_00151,0.0015888382326926145
TEST_00152,0.4178254832203249
TEST_00153,0.30427931884497117
TEST_00154,0.030228573110568542
TEST_00155,0.23704628765774546
TEST_00156,0.3100841519633291
TEST_00157,0.3520123363938851
TEST_00158,0.41362399449542253
TEST_00159,0.33320907503181707
TEST_00160,0.41507564444193523
TEST_00161,0.5065957471259734
TEST_00162,0.31863032124036245
TEST_00163,0.0022462519876727915
TEST_00164,0.5541666169820378
TEST_00165,0.2246291503059663
TEST_00166,0.36604938068455734
TEST_00167,0.21935059057218315
TEST_00168,0.373269164440414
TEST_00169,0.16542814317879975
TEST_00170,0.19448978037632764
TEST_00171,0.22653963483437145
TEST_00172,0.2566933217641329
TEST_00173,0.27355369185135514
TEST_00174,0.13725252107777344
TEST_00175,0.29221279931230515
TEST_00176,0.42112472548300595
TEST_00177,0.1602343072806549
TEST_00178,0.36382673860101966
TEST_00179,0.3447079156390463
TEST_00180,0.3610636735668026
TEST_00181,0.4736404217817707
TEST_00182,0.17374906357313938
TEST_00183,0.5410348621514778
TEST_00184,0.1217732494935466
TEST_00185,0.20921730143876807
TEST_00186,0.3619572809335074
TEST_00187,0.25579346088502236
TEST_00188,0.3299490292269533
TEST_00189,0.28263521882733234
TEST_00190,0.46433638589191445
TEST_00191,0.2271012645728457
TEST_00192,0.29099649906801484
TEST_00193,0.05318444449978567
TEST_00194,0.6504647655740043
TEST_00195,0.38095910492074886
TEST_00196,0.4336266018118902
TEST_00197,0.2628292977032259
TEST_00198,0.2225632312721902
TEST_00199,0.3325264340605369
TEST_00200,0.3859309375191801
TEST_00201,0.4647939443376866
TEST_00202,0.2714564654772503
TEST_00203,0.23163560325203653
TEST_00204,0.0010936386408273322
TEST_00205,0.0703905232884547
TEST_00206,0.0015666626761910577
TEST_00207,0.24714548539848377
TEST_00208,0.22668696049167353
TEST_00209,0.31138591158903156
TEST_00210,0.43433678077740273
TEST_00211,0.13317507101699624
TEST_00212,0.1836097144380225
TEST_00213,0.0030217968101244694
TEST_00214,0.33204683744782465
TEST_00215,0.2790675543353909
TEST_00216,0.3268739078736348
TEST_00217,0.2928046915923356
TEST_00218,0.5217188716899785
TEST_00219,0.2139786090900246
TEST_00220,0.5815711886719978
TEST_00221,0.4465807640537056
TEST_00222,0.08888719427477824
TEST_00223,0.275424416064422
TEST_00224,0.12382981309926017
TEST_00225,0.26592794585831087
TEST_00226,0.22645661122444258
TEST_00227,0.3025896886830768
TEST_00228,0.0016096012517038628
TEST_00229,0.31220308133789715
TEST_00230,0.2865975184220892
TEST_00231,0.3838063813419726
TEST_00232,0.1664656317783545
TEST_00233,0.31664392860785023
TEST_00234,0.38709967180700583
TEST_00235,0.4951560152814177
TEST_00236,0.32007496479330555
TEST_00237,0.0015019489576446896
TEST_00238,0.0016633955366386188
TEST_00239,0.42203506372043004
TEST_00240,0.28807151839285916
TEST_00241,0.3912763847518704
TEST_00242,0.21762518856165694
TEST_00243,0.19631582674559267
TEST_00244,0.0012798990775698756
TEST_00245,0.507126000792441
TEST_00246,0.3716928151814193
TEST_00247,0.11209521473300912
TEST_00248,0.36101697694744217
TEST_00249,0.46707972486403937
TEST_00250,0.2102145613930657
TEST_00251,0.0016209189561524795
TEST_00252,0.41718975408662035
TEST_00253,0.016823010628320156
TEST_00254,0.36780474627938015
TEST_00255,0.5489150781104156
TEST_00256,0.33814814964502177
TEST_00257,0.367297749085792
TEST_00258,0.4119582510939471
TEST_00259,0.5190818617823271
TEST_00260,0.0011503228566498514
TEST_00261,0.001084867811104817
TEST_00262,0.0014473632313786486
TEST_00263,0.5008528150187944
TEST_00264,0.20110616058244057
TEST_00265,0.3219624246343291
TEST_00266,0.18680172681236715
TEST_00267,0.0013731839431978682
TEST_00268,0.22387919490235597
TEST_00269,0.32652579521143715
TEST_00270,0.17909519048693787
TEST_00271,0.0017347285609093735
TEST_00272,0.26868986434601994
TEST_00273,0.23846030821718223
TEST_00274,0.2442144043320584
TEST_00275,0.0020908069841779385
TEST_00276,0.0012056851486231463
TEST_00277,0.22610501134900893
TEST_00278,0.37065706486928307
TEST_00279,0.504768209991147
TEST_00280,0.001910333229927394
TEST_00281,0.13244960125855193
TEST_00282,0.0012701806333865646
TEST_00283,0.0014309782767990603
TEST_00284,0.39041437003491203
TEST_00285,0.2387097661636275
TEST_00286,0.06280051711875909
TEST_00287,0.5060487507896604
TEST_00288,0.0024219382978552285
TEST_00289,0.39288791572531456
TEST_00290,0.12058932074064549
TEST_00291,0.2833443843763998
TEST_00292,0.39624577383576753
TEST_00293,0.001685892489828499
TEST_00294,0.5329203567303176
TEST_00295,0.31709719476365245
TEST_00296,0.0018664046846874355
TEST_00297,0.0017991536707379653
TEST_00298,0.5321809549734566
TEST_00299,0.35361548664217346
TEST_00300,0.16008978281465167
TEST_00301,0.4645406302533309
TEST_00302,0.2891475506457516
TEST_00303,0.4171571246823556
TEST_00304,0.5569240638061201
TEST_00305,0.4666734848447753
TEST_00306,0.21376901821079547
TEST_00307,0.5051157564400423
TEST_00308,0.43322649375495453
TEST_00309,0.47929797613865605
TEST_00310,0.314895851093611
TEST_00311,0.4572887531495119
TEST_00312,0.13792198467669173
TEST_00313,0.14214649839698185
TEST_00314,0.4797786490613887
TEST_00315,0.2693744145864829
TEST_00316,0.002191650251244603
TEST_00317,0.10484760583466537
TEST_00318,0.0012194079917408657
TEST_00319,0.0018282928057942163
TEST_00320,0.43565987672116097
TEST_00321,0.217786265523473
TEST_00322,0.0025715065021729364
TEST_00323,0.23000880584295058
TEST_00324,0.3087856197981991
TEST_00325,0.001176072972623278
TEST_00326,0.31369909055344264
TEST_00327,0.28836215518039954
TEST_00328,0.14605884899379282
TEST_00329,0.3175187757326634
TEST_00330,0.3618022273830245
TEST_00331,0.000883716528405192
TEST_00332,0.4205907227067608
TEST_00333,0.3775752374144895
TEST_00334,0.4561973273438912
TEST_00335,0.3349975084094891
TEST_00336,0.001143597501552727
TEST_00337,0.21121239681853804
TEST_00338,0.28978407573005277
TEST_00339,0.30832380371407064
TEST_00340,0.3240715572014673
TEST_00341,0.27304430228760124
TEST_00342,0.13798676860494308
TEST_00343,0.04090608609908982
TEST_00344,0.1954755366883516
TEST_00345,0.001503530998546729
TEST_00346,0.31567114156009535
TEST_00347,0.26200260299682604
TEST_00348,0.38701281732681303
TEST_00349,0.31193606578226263
TEST_00350,0.26666056826262574
TEST_00351,0.3771914856988789
TEST_00352,0.0018029956846334898
TEST_00353,0.0015161827488914211
TEST_00354,0.21712764163150247
TEST_00355,0.3812175601045529
TEST_00356,0.002512063882719349
TEST_00357,0.0015171354297196262
TEST_00358,0.0020531125250806167
TEST_00359,0.4679108845409745
TEST_00360,0.3874659206519983
TEST_00361,0.22214519749684697
TEST_00362,0.40738614410752516
TEST_00363,0.0015853638189581392
TEST_00364,0.3100935476413945
TEST_00365,0.2331326641161098
TEST_00366,0.32335993151651415
TEST_00367,0.24319850572216334
TEST_00368,0.2585494555156426
TEST_00369,0.07330990402766673
TEST_00370,0.0011751929812129484
TEST_00371,0.10267015037662323
TEST_00372,0.2749772284706421
TEST_00373,0.44928270977111795
TEST_00374,0.3754338987163073
TEST_00375,0.0017836419841177832
TEST_00376,0.0011406735707603873
TEST_00377,0.24914800348326632
TEST_00378,0.2895134263143902
TEST_00379,0.1554208403418044
TEST_00380,0.0018251788430216445
TEST_00381,0.4443202411747657
TEST_00382,0.46599927817586095
TEST_00383,0.09046806916016539
TEST_00384,0.38302376667412236
TEST_00385,0.17418963011511052
TEST_00386,0.5083740868320418
TEST_00387,0.23938666508891832
TEST_00388,0.20858832176514863
TEST_00389,0.21675328968198995
TEST_00390,0.44083100194348807
TEST_00391,0.4871694690503626
TEST_00392,0.32219689728241757
TEST_00393,0.323532740586396
TEST_00394,0.10712647061917223
TEST_00395,0.4885411314458725
TEST_00396,0.33441493764893315
TEST_00397,0.0013856988546956728
TEST_00398,0.1528960583373801
TEST_00399,0.0011288321564716858
TEST_00400,0.35870454524875206
TEST_00401,0.0016075685061524745
TEST_00402,0.10404057428438901
TEST_00403,0.001103905996666944
TEST_00404,0.43848297497452593
TEST_00405,0.47128140735441737
TEST_00406,0.09458323221925577
TEST_00407,0.25797845657347673
TEST_00408,0.2902799573015649
TEST_00409,0.11209248242075723
TEST_00410,0.047964321447060414
TEST_00411,0.20042012940595402
TEST_00412,0.13118786550327471
TEST_00413,0.4150439025024845
TEST_00414,0.26567843820823706
TEST_00415,0.2294508197957416
TEST_00416,0.45821115025298126
TEST_00417,0.47575255640379616
TEST_00418,0.4746996434550258
TEST_00419,0.09709595133287671
TEST_00420,0.0023250777950446647
TEST_00421,0.2826155752795115
TEST_00422,0.48400699206959674
TEST_00423,0.0011674085676477142
TEST_00424,0.16962289142327913
TEST_00425,0.1933592111511981
TEST_00426,0.2397665169889797
TEST_00427,0.3604835444550712
TEST_00428,0.26322582896331703
TEST_00429,0.18712961581585408
TEST_00430,0.41706362041283784
TEST_00431,0.4153325358150926
TEST_00432,0.23954613732401517
TEST_00433,0.0011021447265407139
TEST_00434,0.42362814259064974
TEST_00435,0.2944194143493415
TEST_00436,0.0011589140723519769
TEST_00437,0.3117367772627615
TEST_00438,0.0010980406277537717
